time_real,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
numal-levinson-durbin,0.996238804015,0.,1.,0.,0.996081609929,0.,0.824042507901,0.
numal-lu-decomposition,0.991287758499,0.,1.,0.,0.99123012912,0.,0.726842144125,0.
numal-naive-multilayer,0.987928355341,0.,1.,0.,0.987856290302,0.,0.806852934774,0.
numal-qr-decomposition,0.987067804939,0.,1.,0.,0.986982496705,0.,0.816410460567,0.
numal-rnd_access,0.992863019888,0.,1.,0.,0.992701160666,0.,0.772242154886,0.
numal-simple_access,0.995515477368,0.,1.,0.,0.995321289649,0.,0.784202829072,0.
sauvola-contrast,,,,,,,1.,0.
sequence,0.985298670318,0.,1.,0.,0.985207505171,0.,0.816082861522,0.
sequence-cps,0.988089854818,0.,1.,0.,0.987977682353,0.,0.822824759735,0.
setrip,0.985428466007,0.,1.,0.,,,0.784978973735,0.
setrip-smallbuf,0.985428466007,0.,1.,0.,,,0.784978973735,0.

code_size,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,0.992141992041,0.,1.,0.,0.991988196167,0.,0.846013482772,0.
bdd,0.991465510299,0.,1.,0.,0.991319647559,0.,0.842275276417,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,0.
frama-c-idct,,,,,,,1.,0.
jsontrip-sample,0.990407736403,0.,1.,0.,0.990336202394,0.,0.790964211386,0.
kb,0.990543930627,0.,1.,0.,0.990404721509,0.,0.846105769928,0.
kb-no-exc,0.990463217225,0.,1.,0.,0.990324689286,0.,0.846373959056,0.
lexifi-g2pp,0.990828908629,0.,1.,0.,0.990708120486,0.,0.835988575455,0.
menhir-fancy,0.986859327722,0.,1.,0.,0.986828171,0.,0.768822960687,0.
menhir-sql,0.986859327722,0.,1.,0.,0.986828171,0.,0.768822960687,0.
menhir-standard,0.986859327722,0.,1.,0.,0.986828171,0.,0.768822960687,0.
minilight,0.991562011805,0.,1.,0.,0.991489067467,0.,0.770594617924,0.
numal-durand-kerner-aberth,0.990697064819,0.,1.,0.,0.990572489317,0.,0.823135228006,0.
numal-fft,0.991620797251,0.,1.,0.,0.991474462257,0.,0.843313329136,0.
numal-k-means,0.999365982486,0.,1.,0.,0.999357604554,0.,0.625873726751,0.
numal-levinson-durbin,0.996052157583,0.,1.,0.,0.995768692458,0.,0.83782546816,0.
numal-lu-decomposition,0.994115172706,0.,1.,0.,0.994035837863,0.,0.737058710263,0.
numal-naive-multilayer,0.99120980011,0.,1.,0.,0.99110411956,0.,0.807281610043,0.
numal-qr-decomposition,0.990863746232,0.,1.,0.,0.990741810967,0.,0.828052223858,0.
numal-rnd_access,0.994346127881,0.,1.,0.,0.994114668724,0.,0.810924390009,0.
numal-simple_access,0.996166827745,0.,1.,0.,0.995881347112,0.,0.838504200431,0.
sauvola-contrast,,,,,,,1.,0.
sequence,0.990152143342,0.,1.,0.,0.990027371765,0.,0.835864290115,0.
sequence-cps,0.991854937034,0.,1.,0.,0.991697829129,0.,0.849976679295,0.
setrip,0.99026016937,0.,1.,0.,,,0.793200549883,0.
setrip-smallbuf,0.99026016937,0.,1.,0.,,,0.793200549883,0.

data_size,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,0.979968387612,0.,1.,0.,0.979968387612,0.,0.760403136199,0.
bdd,0.977449346685,0.,1.,0.,0.977449346685,0.,0.756085405927,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,0.
frama-c-idct,,,,,,,1.,0.
jsontrip-sample,0.970623007201,0.,1.,0.,0.970623007201,0.,0.771862572995,0.
kb,0.97449827145,0.,1.,0.,0.97449827145,0.,0.763809694847,0.
kb-no-exc,0.974219344443,0.,1.,0.,0.974219344443,0.,0.764065227446,0.
lexifi-g2pp,0.975577479921,0.,1.,0.,0.975577479921,0.,0.779280164564,0.
menhir-fancy,0.964208143842,0.,1.,0.,0.96423625999,0.,0.792973774663,0.
menhir-sql,0.964208143842,0.,1.,0.,0.96423625999,0.,0.792973774663,0.
menhir-standard,0.964208143842,0.,1.,0.,0.96423625999,0.,0.792973774663,0.
minilight,0.973896553006,0.,1.,0.,0.973896553006,0.,0.751087643625,0.
numal-durand-kerner-aberth,0.973637487039,0.,1.,0.,0.973637487039,0.,0.746061957587,0.
numal-fft,0.977675701946,0.,1.,0.,0.977675701946,0.,0.755592832395,0.
numal-k-means,0.997243990737,0.,1.,0.,0.997243990737,0.,0.457822899905,0.
numal-levinson-durbin,0.996471159077,0.,1.,0.,0.996471159077,0.,0.8068841805,0.
numal-lu-decomposition,0.983780794987,0.,1.,0.,0.983780794987,0.,0.699716514977,0.
numal-naive-multilayer,0.98089358368,0.,1.,0.,0.98089358368,0.,0.805933939377,0.
numal-qr-decomposition,0.97822665578,0.,1.,0.,0.97822665578,0.,0.789295561314,0.
numal-rnd_access,0.98941395474,0.,1.,0.,0.98941395474,0.,0.682284073833,0.
numal-simple_access,0.994130000253,0.,1.,0.,0.994130000253,0.,0.668699238418,0.
sauvola-contrast,,,,,,,1.,0.
sequence,0.9721325116,0.,1.,0.,0.9721325116,0.,0.762421199599,0.
sequence-cps,0.978691069532,0.,1.,0.,0.978691069532,0.,0.755045346842,0.
setrip,0.971123131309,0.,1.,0.,,,0.760637165126,0.
setrip-smallbuf,0.971123131309,0.,1.,0.,,,0.760637165126,0.

minor_words,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,0.999998747211,0.,1.,0.,1.,0.,0.915252737657,0.
bdd,0.999999974475,0.,1.,0.,1.,0.,0.979868706,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,4.66870372462e-10
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,0.999999224688,0.,1.,0.,1.,0.,0.925306202934,0.
kb,0.999994220554,0.,1.,0.,1.,0.,0.98958891237,0.
kb-no-exc,0.999999893644,0.,1.,0.,1.,0.,0.997177918521,0.
lexifi-g2pp,0.999999997618,0.,1.,0.,0.999999998809,0.,0.999756448751,0.
menhir-fancy,0.999987267687,0.,1.,0.,0.999998876561,0.,0.838174545784,0.
menhir-sql,0.999999988384,0.,1.,0.,0.999999997096,0.,0.999138885711,0.
menhir-standard,0.999989387569,0.,1.,0.,0.999999356822,0.,0.460547003259,0.
minilight,0.999999999282,0.,1.,0.,1.,0.,0.999984912356,0.
numal-durand-kerner-aberth,0.999999948703,0.,1.,0.,0.999999974352,0.,0.992779434873,0.
numal-fft,0.999999984939,0.,1.,0.,0.99999999247,0.,0.994919018509,0.
numal-k-means,0.999999961261,0.,1.,0.,1.,0.,0.992640174027,0.
numal-levinson-durbin,0.999999996008,0.,1.,0.,1.,0.,0.998854536665,0.
numal-lu-decomposition,0.999999992641,0.,1.,0.,1.,0.,0.997483915776,0.
numal-naive-multilayer,0.999999998158,0.,1.,0.,1.,0.,0.99982262706,0.
numal-qr-decomposition,0.999999997664,0.,1.,0.,1.,0.,0.999434209539,0.
numal-rnd_access,0.999812065222,0.000198469189487,0.999250521222,0.000463376405372,1.,2.53484243143e-05,0.991335475118,6.43314407998e-05
numal-simple_access,0.999999993758,0.,1.,0.,1.,0.,0.998806182235,0.
sequence,0.999999997341,0.,1.,0.,1.,0.,0.997955872926,0.
sequence-cps,0.999999997338,0.,1.,0.,1.,0.,0.999197183951,0.
setrip,0.999999976798,0.,1.,0.,,,0.989862849062,0.
setrip-smallbuf,0.999998352652,0.,1.,0.,,,0.989860721391,0.

major_words,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,0.915492957746,0.,1.,0.,1.,0.,0.881690140845,0.
bdd,0.929488403994,0.,0.929491412232,0.,0.929491412232,0.,1.,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,1.30124724065e-07
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,0.998847066802,0.,1.,0.,1.,0.,0.996134282808,0.
kb,1.,0.,0.99994485949,0.,0.99994485949,0.,0.998911538633,0.
kb-no-exc,0.988370850814,0.,0.988367233064,0.,0.988367233064,0.,1.,0.
lexifi-g2pp,0.999985752956,0.,1.,0.,0.999992876478,0.,0.990832027354,0.
menhir-fancy,0.997335369322,0.,0.997390122007,0.,0.99738099656,0.,1.,0.
menhir-sql,1.,0.,0.999999982226,0.,0.999999875584,0.,0.998232012964,0.
menhir-standard,0.985847335153,0.,0.985909376232,0.,0.985902077281,0.,1.,0.
minilight,0.99999906065,0.,1.,0.,1.,0.,0.999639665366,0.
numal-durand-kerner-aberth,0.999978431449,0.,0.999965490318,0.,1.,0.,0.981929867699,0.
numal-fft,0.999999971513,0.,1.,0.,0.999999985756,0.,0.306180749874,0.
numal-k-means,0.998845707018,0.,0.998871813806,0.,0.998871813806,0.,1.,0.
numal-levinson-durbin,0.99997724584,0.,0.999977261836,0.,0.999977261836,0.,1.,0.
numal-lu-decomposition,1.,0.,0.999999871399,0.,0.999999871399,0.,0.999886573972,0.
numal-naive-multilayer,0.982818699865,0.,0.982826495373,0.,0.982826495373,0.,1.,0.
numal-qr-decomposition,0.995983767262,0.,0.995988222318,0.,0.995988222318,0.,1.,0.
numal-rnd_access,0.99999999,0.,1.,0.,1.,0.,0.99999959,0.
numal-simple_access,0.999999981818,0.,1.,0.,1.,0.,0.999999590913,0.
sequence,0.978122222803,0.,0.978174499451,0.,0.978174499451,0.,1.,0.
sequence-cps,0.904077739626,0.,0.90409569335,0.,0.90409569335,0.,1.,0.
setrip,0.999699541801,0.,1.,0.,,,0.996694959814,0.
setrip-smallbuf,0.996854168227,0.,1.,0.,,,0.991760916785,0.

promoted_words,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,0.874316010859,0.,0.962038820093,0.,0.962038820093,0.,1.,0.
bdd,0.892386872224,0.,0.892390575487,1.3008310431e-16,0.892390575487,1.3008310431e-16,1.,3.89220986208e-16
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,1.99986308087e-07
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,0.924879461025,1.07854267535e-15,0.927301011502,2.99602079517e-15,0.927301011502,2.6372903978e-15,1.,3.95239602656e-15
kb,0.990657101331,1.37880218984e-16,0.990596749986,1.37880218984e-16,0.990596749986,1.37880218984e-16,1.,1.35951729336e-16
kb-no-exc,0.985565140321,2.31368374561e-16,0.98556142796,1.1568418728e-16,0.98556142796,1.1568418728e-16,1.,0.
lexifi-g2pp,0.999985751379,0.,1.,0.,0.99999287569,1.98581065094e-16,0.991348818425,0.
menhir-fancy,0.913225882276,2.94859897452e-15,0.913298301513,1.21415639123e-15,0.913285319748,1.90804868056e-15,1.,9.53008745217e-15
menhir-sql,1.,0.,0.999999966774,0.,0.999999840015,0.,0.998637767227,1.89724972583e-16
menhir-standard,0.487599547007,2.14306132988e-15,0.487656795045,1.34934383272e-15,0.487649764849,1.11127730106e-15,1.,5.86863687582e-15
minilight,0.999999059883,0.,1.,0.,1.,0.,0.999662269414,0.
numal-durand-kerner-aberth,0.999978449837,1.18004487233e-15,0.999965453055,7.37702381116e-16,1.,1.18032380979e-15,0.989404401984,1.4735168475e-16
numal-fft,0.999999985468,0.,1.,0.,0.999999992734,0.,0.280695736172,0.
numal-k-means,0.990724003553,2.5335456404e-16,0.990762454303,1.2667728202e-16,0.990762454303,1.2667728202e-16,1.,2.48618547111e-16
numal-levinson-durbin,0.857456784051,0.,0.857554837324,0.,0.857554837324,0.,1.,0.
numal-lu-decomposition,1.,0.,0.999996641851,0.,0.999996641851,0.,0.999821592068,0.
numal-naive-multilayer,0.982578850328,0.,0.982586644783,0.,0.982586644783,0.,1.,0.
numal-qr-decomposition,0.995391309994,0.,0.995395760204,0.,0.995395760204,0.,1.,0.
numal-rnd_access,0.985361632076,0.000195600684641,1.,0.000463848067579,0.999250378253,2.53294225841e-05,0.979590165369,6.3569244028e-05
numal-simple_access,0.998806228422,0.,0.998806242163,0.,0.998806242163,0.,1.,0.
sequence,0.974088197548,1.4861736989e-16,0.974140364745,1.4861736989e-16,0.974140364745,1.4861736989e-16,1.,1.4861736989e-16
sequence-cps,0.903002117352,0.,0.903020054259,0.,0.903020054259,0.,1.,0.
setrip,0.980892483512,0.,0.981672494519,0.,,,1.,0.
setrip-smallbuf,0.986332731925,0.,0.994566873791,0.,,,1.,0.

top_heap_words,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,,,,,1.,0.
bdd,,,,,,,1.,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,0.
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,,,,,,,1.,0.
kb,,,,,,,1.,0.
kb-no-exc,,,,,,,1.,0.
lexifi-g2pp,,,,,,,1.,0.
menhir-fancy,,,,,,,1.,0.
menhir-sql,,,,,,,1.,0.
menhir-standard,,,,,,,1.,0.
minilight,,,,,,,1.,0.
numal-durand-kerner-aberth,,,,,,,1.,0.
numal-fft,,,,,,,1.,0.
numal-k-means,,,,,,,1.,0.
numal-levinson-durbin,,,,,,,1.,0.
numal-lu-decomposition,,,,,,,1.,0.
numal-naive-multilayer,,,,,,,1.,0.
numal-qr-decomposition,,,,,,,1.,0.
numal-rnd_access,,,,,,,1.,0.
numal-simple_access,,,,,,,1.,0.
sequence,,,,,,,1.,0.
sequence-cps,,,,,,,1.,0.
setrip,,,,,,,1.,0.
setrip-smallbuf,,,,,,,1.,0.

minor_collections,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,1.,0.,1.,0.,1.,0.,1.,0.
bdd,0.989830508475,0.,0.989830508475,0.,0.989830508475,0.,1.,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,0.
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,0.964285714286,0.,0.964285714286,0.,0.964285714286,0.,1.,0.
kb,0.896103896104,0.,0.896103896104,0.,0.896103896104,0.,1.,0.
kb-no-exc,0.85119047619,0.,0.85119047619,0.,0.85119047619,0.,1.,0.
lexifi-g2pp,0.999063816508,0.,0.999063816508,0.,0.999063816508,0.,1.,0.
menhir-fancy,1.,0.,1.,0.,1.,0.,0.9,0.
menhir-sql,0.999243761028,0.,0.999243761028,0.,0.999243761028,0.,1.,0.
menhir-standard,1.,0.,1.,0.,1.,0.,0.833333333333,0.
minilight,0.999193786783,0.,0.999193786783,0.,0.999193786783,0.,1.,0.
numal-durand-kerner-aberth,0.872781065089,0.,0.872781065089,0.,0.872781065089,0.,1.,0.
numal-fft,1.,0.,1.,0.,1.,0.,0.0094476744186,0.
numal-k-means,0.997487437186,0.,0.997487437186,0.,0.997487437186,0.,1.,0.
numal-levinson-durbin,0.781371545548,0.,0.781371545548,0.,0.781371545548,0.,1.,0.
numal-lu-decomposition,1.,0.,1.,0.,1.,0.,1.,0.
numal-naive-multilayer,0.991379310345,0.,0.991379310345,0.,0.991379310345,0.,1.,0.
numal-qr-decomposition,0.996336996337,0.,0.996336996337,0.,0.996336996337,0.,1.,0.
numal-rnd_access,1.,0.,1.,0.,1.,0.,1.,0.
numal-simple_access,0.998364677024,0.,0.998364677024,0.,0.998364677024,0.,1.,0.
sequence,0.976458546571,0.,0.976458546571,0.,0.976458546571,0.,1.,0.
sequence-cps,0.927137305699,0.,0.927137305699,0.,0.927137305699,0.,1.,0.
setrip,0.990853658537,0.,0.990853658537,0.,,,1.,0.
setrip-smallbuf,0.992366412214,0.,0.992366412214,0.,,,1.,0.

major_collections,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,0.333333333333,0.,1.,0.,1.,0.,0.,0.
bdd,1.,0.,1.,0.,1.,0.,0.5,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,0.
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,1.,0.,1.,0.,1.,0.,1.,0.
kb,1.,0.,0.994444444444,0.,0.994444444444,0.,0.35,0.
kb-no-exc,1.,0.,1.,0.,1.,0.,0.325203252033,0.
lexifi-g2pp,0.983333333333,0.,0.983333333333,0.,1.,0.,0.183333333333,0.
menhir-fancy,1.,0.,1.,0.,1.,0.,1.,0.
menhir-sql,1.,0.,1.,0.,1.,0.,0.425,0.
menhir-standard,1.,0.,1.,0.,1.,0.,1.,0.
minilight,1.,0.,0.979381443299,0.,0.979381443299,0.,0.288659793814,0.
numal-durand-kerner-aberth,0.552941176471,0.,0.635294117647,0.,0.552941176471,0.,1.,0.
numal-fft,1.,0.,1.,0.,1.,0.,0.00847457627119,0.
numal-k-means,1.,0.,1.,0.,1.,0.,0.,0.
numal-levinson-durbin,1.,0.,1.,0.,1.,0.,0.46002621232,0.
numal-lu-decomposition,1.,0.,1.,0.,1.,0.,0.357142857143,0.
numal-naive-multilayer,1.,0.,1.,0.,1.,0.,0.201408450704,0.
numal-qr-decomposition,1.,0.,1.,0.,1.,0.,0.645161290323,0.
numal-rnd_access,1.,0.,1.,0.,1.,0.,0.,0.
numal-simple_access,1.,0.,1.,0.,1.,0.,0.156862745098,0.
sequence,1.,0.,0.901960784314,0.,0.901960784314,0.,0.444444444444,0.
sequence-cps,1.,0.,1.,0.,1.,0.,0.668652271035,0.
setrip,1.,0.,1.,0.,,,0.322580645161,0.
setrip-smallbuf,1.,0.,0.96875,0.,,,0.28125,0.

compactions,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,,,,,0.,0.
bdd,,,,,,,0.,0.
cpdf-merge,,,,,,,0.,0.
cpdf-reformat,,,,,,,0.,0.
cpdf-squeeze,,,,,,,0.,0.
cpdf-transform,,,,,,,0.,0.
frama-c-deflate,,,,,,,0.,0.
frama-c-idct,,,,,,,0.,nan
jsontrip-sample,,,,,,,0.,0.
kb,,,,,,,1.,0.
kb-no-exc,,,,,,,1.,0.
lexifi-g2pp,,,,,,,1.,0.
menhir-fancy,,,,,,,0.,0.
menhir-sql,,,,,,,0.,0.
menhir-standard,,,,,,,0.,0.
minilight,,,,,,,0.,0.
numal-durand-kerner-aberth,,,,,,,1.,0.
numal-fft,,,,,,,0.,0.
numal-k-means,,,,,,,0.,0.
numal-levinson-durbin,,,,,,,1.,0.
numal-lu-decomposition,,,,,,,0.,0.
numal-naive-multilayer,,,,,,,1.,0.
numal-qr-decomposition,,,,,,,0.,0.
numal-rnd_access,,,,,,,0.,0.
numal-simple_access,,,,,,,0.,0.
sequence,,,,,,,1.,0.
sequence-cps,,,,,,,1.,0.
setrip,,,,,,,1.,0.
setrip-smallbuf,,,,,,,1.,0.

heap_words,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,,,,,1.,0.
bdd,,,,,,,1.,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,0.
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,,,,,,,1.,0.
kb,,,,,,,1.,0.
kb-no-exc,,,,,,,1.,0.
lexifi-g2pp,,,,,,,1.,0.
menhir-fancy,,,,,,,1.,0.
menhir-sql,,,,,,,1.,0.
menhir-standard,,,,,,,1.,0.
minilight,,,,,,,1.,0.
numal-durand-kerner-aberth,,,,,,,1.,0.
numal-fft,,,,,,,1.,0.
numal-k-means,,,,,,,1.,0.
numal-levinson-durbin,,,,,,,1.,0.
numal-lu-decomposition,,,,,,,1.,0.
numal-naive-multilayer,,,,,,,1.,0.
numal-qr-decomposition,,,,,,,1.,0.
numal-rnd_access,,,,,,,1.,0.
numal-simple_access,,,,,,,1.,0.
sequence,,,,,,,1.,0.
sequence-cps,,,,,,,1.,0.
setrip,,,,,,,1.,0.
setrip-smallbuf,,,,,,,1.,0.

heap_chunks,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,,,,,1.,0.
bdd,,,,,,,1.,0.
cpdf-merge,,,,,,,1.,0.
cpdf-reformat,,,,,,,1.,0.
cpdf-squeeze,,,,,,,1.,0.
cpdf-transform,,,,,,,1.,0.
frama-c-deflate,,,,,,,1.,0.
frama-c-idct,,,,,,,1.,nan
jsontrip-sample,,,,,,,1.,0.
kb,,,,,,,1.,0.
kb-no-exc,,,,,,,1.,0.
lexifi-g2pp,,,,,,,1.,0.
menhir-fancy,,,,,,,1.,0.
menhir-sql,,,,,,,1.,0.
menhir-standard,,,,,,,1.,0.
minilight,,,,,,,1.,0.
numal-durand-kerner-aberth,,,,,,,1.,0.
numal-fft,,,,,,,1.,0.
numal-k-means,,,,,,,1.,0.
numal-levinson-durbin,,,,,,,1.,0.
numal-lu-decomposition,,,,,,,1.,0.
numal-naive-multilayer,,,,,,,1.,0.
numal-qr-decomposition,,,,,,,1.,0.
numal-rnd_access,,,,,,,1.,0.
numal-simple_access,,,,,,,1.,0.
sequence,,,,,,,1.,0.
sequence-cps,,,,,,,1.,0.
setrip,,,,,,,1.,0.
setrip-smallbuf,,,,,,,1.,0.

